ID Number,X Position,Y Position,B,Sigma 1 B,Sigma 2 B,V,Sigma 1 V,Sigma 2 V,R,Sigma 1 R,Sigma 2 R,I,Sigma 1 I,Sigma 2 I,nB,nV,nR,nI,RA,Declination ,,,,,,
500860,2527.12,-288.49,17.851,0.022,0,17.266,0.021,0,16.896,0.019,0,16.538,0.022,0,2,2,3,3,40.84651,42.48951,2,43,23.16,42,29,22.2
9612,1477.11,1612.73,17.867,0.012,0.003,17.268,0.011,0.007,16.887,0.011,0.005,16.52,0.011,0.008,9,18,10,17,40.34999,42.67655,2,41,24,42,40,35.6
503587,1797.9,2354.47,17.827,0.024,0,17.269,0.024,0,16.884,0.019,0,16.525,0.022,0,3,3,3,3,40.16238,42.61095,2,40,38.97,42,36,39.4
500161,417.55,-741.57,99.999,9.999,9.999,17.27,0.025,0,17.039,0.019,0,16.737,0.019,0,0,2,3,3,40.94779,42.89053,2,43,47.47,42,53,25.9
7464,539.3,1228.05,18.083,0.013,0.021,17.271,0.01,0.005,16.83,0.011,0.01,16.405,0.011,0.006,9,17,10,17,40.4408,42.85619,2,41,45.79,42,51,22.3
504361,2217.57,2868.08,99.999,9.999,9.999,17.272,0.021,0,16.895,0.019,0,16.484,0.022,0,0,3,3,3,40.03465,42.52804,2,40,8.32,42,31,40.9
501827,2270.35,700.77,17.815,0.022,0,17.272,0.021,0,16.91,0.022,0,16.568,0.023,0,2,3,3,3,40.59089,42.53238,2,42,21.81,42,31,56.6
500110,887.95,2051.62,17.789,0.012,0.009,17.273,0.011,0.01,16.942,0.011,0.019,16.593,0.011,0.01,9,17,10,16,40.23174,42.78493,2,40,55.62,42,47,5.7
501426,-545.94,213.48,17.984,0.021,0,17.276,0.023,0,16.832,0.018,0,16.39,0.019,0,2,2,3,3,40.69385,43.06736,2,42,46.52,43,4,2.5
504342,2126.1,2856.42,99.999,9.999,9.999,17.276,0.021,0,16.909,0.019,0,16.539,0.021,0,0,3,3,3,40.03674,42.5454,2,40,8.82,42,32,43.4
501292,-268.84,54.47,17.879,0.021,0,17.277,0.026,0,16.982,0.019,0,16.604,0.02,0,2,2,3,3,40.73714,43.01591,2,42,56.91,43,0,57.3
501865,2868.94,748.39,17.876,0.022,0,17.28,0.029,0,16.985,0.025,0,16.584,0.03,0,2,2,3,2,40.58356,42.419,2,42,20.05,42,25,8.4
503352,1393.92,2193.61,18.146,0.025,0,17.281,0.024,0,16.786,0.018,0,16.308,0.023,0,2,3,3,2,40.19992,42.68837,2,40,47.98,42,41,18.1
500230,962.57,-700.92,18.064,0.021,0,17.281,0.03,0,16.816,0.018,0,16.368,0.02,0,2,2,3,3,40.94118,42.78733,2,43,45.88,42,47,14.4
500052,2491.21,-820.58,18.242,0.024,0,17.282,0.022,0,16.685,0.022,0,16.163,0.026,0,2,3,3,2,40.98265,42.4991,2,43,55.84,42,29,56.7
692,434.88,109.73,18.563,0.015,0.014,17.286,0.011,0.005,16.503,0.011,0.009,15.833,0.01,0.014,9,17,10,14,40.72832,42.88263,2,42,54.8,42,52,57.5
502505,2545.47,1362.58,17.92,0.024,0,17.288,0.021,0,16.924,0.019,0,16.503,0.022,0,3,3,3,3,40.42354,42.47632,2,41,41.65,42,28,34.8
10401,1300.01,1763.98,17.882,0.013,0.019,17.29,0.011,0.004,16.91,0.011,0.009,16.519,0.011,0.003,10,18,10,17,40.30952,42.70901,2,41,14.28,42,42,32.4
502830,2236.83,1677.61,17.866,0.027,0,17.291,0.024,0,16.949,0.019,0,16.57,0.022,0,2,3,3,3,40.34009,42.5326,2,41,21.62,42,31,57.3
3280,1070.92,537.31,18.359,0.012,0.022,17.292,0.01,0.007,16.638,0.01,0.012,16.049,0.009,0.011,11,20,13,20,40.62318,42.75998,2,42,29.56,42,45,35.9
500035,1263.41,-830.91,18.238,0.026,0,17.294,0.022,0,16.734,0.022,0,16.216,0.031,0,2,3,3,2,40.97676,42.73115,2,43,54.42,42,43,52.2
3377,1206.11,550.03,18.84,0.018,0.029,17.294,0.011,0.006,16.137,0.011,0.003,14.722,0.01,0.003,9,17,9,16,40.62099,42.73436,2,42,29.04,42,44,3.7
503463,2626.5,2270.9,99.999,9.999,9.999,17.296,0.023,0,16.969,0.019,0,16.57,0.021,0,0,3,3,3,40.19159,42.455,2,40,45.98,42,27,18
500085,147.89,-798.1,99.999,9.999,9.999,17.296,0.027,0,16.891,0.018,0,16.495,0.019,0,0,2,3,3,40.96048,42.94177,2,43,50.51,42,56,30.4
500022,1072.81,-841.2,99.999,9.999,9.999,17.297,0.031,0,16.963,0.02,0,16.597,0.021,0,0,1,3,3,40.97808,42.76722,2,43,54.74,42,46,2
6434,1928.12,1051.74,18.278,0.013,0.022,17.298,0.009,0.003,16.695,0.01,0.01,16.123,0.009,0.004,11,21,12,20,40.498,42.5949,2,41,59.52,42,35,41.7
503907,1631.4,2562.96,18.392,0.026,0,17.299,0.061,0,16.799,0.022,0,16.429,0.042,0,2,1,3,2,40.10726,42.64094,2,40,25.74,42,38,27.4
1315,1237.43,214.37,18.152,0.013,0.001,17.3,0.011,0.001,16.795,0.011,0.01,16.343,0.011,0.001,9,18,10,17,40.70761,42.73039,2,42,49.83,42,43,49.4
501238,1400.78,6.88,18.022,0.022,0,17.301,0.019,0,16.88,0.019,0,16.462,0.022,0,2,3,3,3,40.76224,42.7007,2,43,2.94,42,42,2.5
500360,-429.21,-607.98,99.999,9.999,9.999,17.301,0.032,0,16.358,0.018,0,15.478,0.018,0,0,1,2,3,40.90722,43.04983,2,43,37.73,43,2,59.4
503333,1355.59,2178.55,17.807,0.025,0,17.304,0.023,0,16.998,0.019,0,16.659,0.022,0,3,3,3,3,40.20343,42.69572,2,40,48.82,42,41,44.6
502862,2362.21,1709.93,17.829,0.023,0,17.306,0.021,0,16.946,0.02,0,16.576,0.025,0,3,3,3,3,40.33292,42.5087,2,41,19.9,42,30,31.3
503620,790.49,2371.8,18.334,0.029,0,17.306,0.02,0,16.699,0.018,0,16.199,0.019,0,2,3,3,3,40.14838,42.80113,2,40,35.61,42,48,4.1
6002,340.45,978.14,18.178,0.011,0.007,17.306,0.01,0.004,16.811,0.009,0.003,16.33,0.009,0.005,11,20,12,20,40.50355,42.89532,2,42,0.85,42,53,43.2
10587,1792.99,1801.46,17.873,0.012,0.017,17.308,0.011,0.004,16.963,0.012,0.006,16.613,0.011,0.004,9,18,10,17,40.30433,42.61563,2,41,13.04,42,36,56.3
11068,1849.7,1888.8,17.979,0.013,0.012,17.309,0.011,0.001,16.913,0.012,0.009,16.553,0.011,0.002,9,17,10,17,40.28242,42.60433,2,41,7.78,42,36,15.6
502018,-632.72,924.09,18.389,0.019,0.045,17.309,0.019,0.021,16.659,0.017,0.01,16.133,0.015,0.054,4,5,4,5,40.50929,43.07952,2,42,2.23,43,4,46.3
501126,-237.1,-90.82,18.604,0.03,0,17.316,0.028,0,16.516,0.018,0,15.844,0.018,0,3,2,3,3,40.77494,43.01073,2,43,5.98,43,0,38.6
500513,1506.15,-514.71,18.027,0.024,0,17.319,0.021,0,16.912,0.02,0,16.482,0.021,0,2,2,3,3,40.89715,42.68364,2,43,35.32,42,41,1.1
502770,2748.85,1623.79,17.873,0.025,0,17.32,0.023,0,16.994,0.019,0,16.58,0.022,0,3,3,3,3,40.35841,42.43622,2,41,26.02,42,26,10.4
502256,-187.56,1134.06,18.165,0.015,0.04,17.322,0.015,0.004,16.873,0.013,0.011,16.406,0.013,0.001,4,5,6,6,40.4588,42.99411,2,41,50.11,42,59,38.8
8673,1185.15,1444.27,18.607,0.015,0.013,17.323,0.011,0.003,16.545,0.012,0.011,15.891,0.011,0.005,9,18,9,16,40.39074,42.73279,2,41,33.78,42,43,58.1
10264,1002.16,1735.55,18.153,0.011,0.012,17.325,0.01,0.004,16.824,0.009,0.003,16.329,0.009,0.005,11,21,13,20,40.31415,42.76547,2,41,15.4,42,45,55.7
503372,2144.24,2205.68,18.318,0.027,0,17.326,0.024,0,16.738,0.02,0,16.221,0.023,0,2,3,3,3,40.20381,42.54655,2,40,48.92,42,32,47.6
501587,-51.14,416.76,18.007,0.021,0,17.327,0.029,0,16.916,0.018,0,16.505,0.02,0,3,2,3,3,40.64524,42.97269,2,42,34.86,42,58,21.7
504054,-243.02,2659.97,17.914,0.022,0,17.329,0.02,0,16.939,0.019,0,16.545,0.021,0,3,3,3,3,40.06407,42.99432,2,40,15.38,42,59,39.6
500974,-438.41,-197.76,99.999,9.999,9.999,17.33,0.026,0,16.716,0.018,0,16.151,0.018,0,0,2,3,3,40.80106,43.04936,2,43,12.25,43,2,57.7
9748,1169.09,1639.43,18.152,0.013,0.008,17.331,0.011,0.006,16.871,0.011,0.004,16.416,0.011,0.002,9,18,10,17,40.34038,42.73456,2,41,21.69,42,44,4.4
501946,2625.06,843.69,17.827,0.021,0,17.331,0.02,0,17.016,0.02,0,16.665,0.025,0,2,3,3,3,40.55716,42.46451,2,42,13.72,42,27,52.2
502666,-186.86,1513.92,18.615,0.027,0,17.332,0.02,0,16.519,0.019,0,15.809,0.022,0,2,3,3,2,40.36066,42.99155,2,41,26.56,42,59,29.6
500069,1624.45,-807.18,17.957,0.022,0,17.333,0.022,0,16.972,0.025,0,16.561,0.021,0,2,2,3,3,40.97318,42.66281,2,43,53.56,42,39,46.1
503204,1665.87,2096.31,17.887,0.025,0,17.333,0.022,0,16.981,0.019,0,16.607,0.022,0,2,3,2,3,40.22745,42.63766,2,40,54.59,42,38,15.6
504439,2669.71,2931.32,99.999,9.999,9.999,17.333,0.029,0,17.041,0.019,0,16.707,0.025,0,0,3,3,3,40.02289,42.44217,2,40,5.49,42,26,31.8
3669,710.17,597.69,17.981,0.013,0.002,17.334,0.011,0,16.936,0.011,0.005,16.55,0.011,0.005,10,17,10,17,40.60471,42.82778,2,42,25.13,42,49,40
9351,910.14,1568.34,18.115,0.013,0.009,17.334,0.011,0.004,16.872,0.011,0.009,16.458,0.01,0.004,9,18,10,17,40.35638,42.78395,2,41,25.53,42,47,2.2
501397,2487.53,183.15,18.406,0.022,0,17.334,0.022,0,16.676,0.02,0,16.069,0.022,0,2,2,3,3,40.72533,42.49437,2,42,54.08,42,29,39.7
500588,-87.76,-467.1,99.999,9.999,9.999,17.335,0.037,0,16.855,0.018,0,16.403,0.018,0,0,2,3,3,40.87329,42.98456,2,43,29.59,42,59,4.4
500404,1712.95,-580.21,18.054,0.022,0,17.335,0.02,0,16.916,0.018,0,16.449,0.021,0,2,3,3,3,40.91547,42.64491,2,43,39.71,42,38,41.7
502528,2206.86,1383.78,18.319,0.028,0,17.336,0.024,0,16.756,0.019,0,16.224,0.021,0,2,3,3,3,40.41518,42.54016,2,41,39.64,42,32,24.6
2303,1046.49,371.96,18.089,0.011,0.004,17.337,0.011,0.013,16.911,0.01,0.006,16.483,0.009,0.003,12,17,13,19,40.66555,42.76556,2,42,39.73,42,45,56
6894,1968.3,1127.56,18.366,0.013,0.02,17.338,0.009,0.003,16.743,0.01,0.007,16.196,0.009,0.003,11,21,13,20,40.47888,42.58684,2,41,54.93,42,35,12.6
503753,2741.84,2464.72,99.999,9.999,9.999,17.338,0.022,0,16.964,0.019,0,16.552,0.022,0,0,3,3,3,40.14305,42.43187,2,40,34.33,42,25,54.7
502931,2142.75,1785.96,18.091,0.025,0,17.339,0.023,0,16.912,0.018,0,16.459,0.024,0,2,3,3,3,40.31146,42.54966,2,41,14.75,42,32,58.8
500061,179.5,1212.27,18.501,0.016,0.017,17.34,0.011,0.004,16.621,0.011,0.004,15.979,0.018,0,7,11,8,3,40.44177,42.92427,2,41,46.02,42,55,27.4
503545,1200.04,2331.26,17.95,0.024,0,17.342,0.023,0,16.969,0.019,0,16.593,0.022,0,3,2,3,3,40.1627,42.72405,2,40,39.05,42,43,26.6
501436,-9.05,224.27,18.062,0.024,0,17.343,0.022,0,16.983,0.018,0,16.569,0.018,0,2,2,3,3,40.69529,42.96585,2,42,46.87,42,57,57.1
503936,2601.27,2577.18,99.999,9.999,9.999,17.345,0.022,0,16.988,0.019,0,16.584,0.022,0,0,3,3,3,40.11291,42.45763,2,40,27.1,42,27,27.5
502264,2791.28,1139.4,18.019,0.017,0.013,17.347,0.024,0.015,16.911,0.019,0.001,16.599,0.022,0.079,4,3,5,5,40.48281,42.43128,2,41,55.87,42,25,52.6
501585,2513.44,415.37,17.931,0.022,0,17.347,0.02,0,16.973,0.02,0,16.564,0.022,0,2,2,3,3,40.66601,42.48814,2,42,39.84,42,29,17.3
503212,1616.89,2104.05,18.788,0.028,0,17.347,0.022,0,16.424,0.018,0,15.532,0.02,0,2,3,3,3,40.225,42.64686,2,40,54,42,38,48.7
502184,-743.17,1071.18,18.287,0.045,0,17.351,0.026,0,16.781,0.029,0,16.238,0.027,0,1,2,2,2,40.47029,43.09947,2,41,52.87,43,5,58.1
503647,1591.51,2390.53,17.978,0.024,0,17.351,0.021,0,16.927,0.024,0,16.495,0.024,0,2,3,3,3,40.15117,42.64969,2,40,36.28,42,38,58.9
500800,252.83,-326.94,17.931,0.022,0,17.352,0.026,0,16.935,0.018,0,16.54,0.02,0,3,2,3,3,40.83961,42.91945,2,43,21.51,42,55,10
3566,863.45,580.64,18.469,0.014,0.003,17.353,0.011,0.007,16.708,0.011,0.001,16.165,0.011,0.001,9,17,10,16,40.61034,42.79892,2,42,26.48,42,47,56.1
9626,759.66,1615.54,18.209,0.014,0.011,17.353,0.011,0.002,16.871,0.011,0.014,16.411,0.011,0.002,8,18,10,17,40.34288,42.81207,2,41,22.29,42,48,43.4
500945,1266.73,-216.04,18.275,0.025,0,17.355,0.019,0,16.834,0.019,0,16.34,0.022,0,2,3,3,3,40.81857,42.72727,2,43,16.46,42,43,38.2
501672,-429.94,515.12,18.81,0.027,0,17.355,0.025,0,16.282,0.018,0,15.058,0.017,0,2,2,3,3,40.61676,43.04368,2,42,28.02,43,2,37.2
501985,2671.84,892.07,18.091,0.023,0,17.356,0.028,0,16.918,0.02,0,16.5,0.021,0,2,3,3,3,40.54515,42.45537,2,42,10.84,42,27,19.3
503661,143.58,2396.81,17.906,0.023,0,17.357,0.021,0,17.013,0.019,0,16.644,0.022,0,2,3,3,3,40.13576,42.92316,2,40,32.58,42,55,23.4
500482,2178.32,-527.91,17.914,0.022,0,17.358,0.02,0,16.986,0.021,0,16.599,0.019,0,2,3,3,3,40.90538,42.5567,2,43,37.29,42,33,24.1
503278,747.79,2149.2,17.948,0.021,0,17.359,0.022,0,17,0.023,0,16.625,0.022,0,3,3,2,3,40.20531,42.81074,2,40,49.27,42,48,38.7
501311,-646.6,82.08,99.999,9.999,9.999,17.362,0.031,0,16.977,0.018,0,16.563,0.019,0,0,2,3,3,40.72706,43.08713,2,42,54.49,43,5,13.7
501671,-526.99,511.38,18.263,0.025,0,17.363,0.026,0,16.834,0.018,0,16.366,0.018,0,3,2,3,3,40.61694,43.06204,2,42,28.07,43,3,43.3
4221,685.16,690.87,18.034,0.013,0.013,17.363,0.011,0.002,16.956,0.011,0.009,16.552,0.011,0.001,10,17,9,16,40.58049,42.83195,2,42,19.32,42,49,55
503511,-265.68,2309.08,17.883,0.021,0,17.364,0.02,0,16.992,0.019,0,16.599,0.019,0,3,3,3,3,40.1545,43.00108,2,40,37.08,43,0,3.9
503660,1834.31,2396.84,17.651,0.024,0,17.364,0.023,0,17.181,0.02,0,16.927,0.024,0,2,3,3,3,40.15185,42.60378,2,40,36.44,42,36,13.6
502964,2078.47,1819.52,17.892,0.023,0,17.367,0.023,0,16.986,0.019,0,16.626,0.024,0,2,3,3,3,40.30227,42.56158,2,41,12.54,42,33,41.7
501411,-300.02,200.12,18.068,0.022,0,17.368,0.028,0,16.946,0.019,0,16.53,0.019,0,2,2,3,3,40.69924,43.02097,2,42,47.82,43,1,15.5
501576,140.16,400.8,18.117,0.025,0,17.369,0.025,0,16.971,0.018,0,16.551,0.018,0,2,2,3,3,40.65089,42.93664,2,42,36.21,42,56,11.9
11715,1307.24,2012.5,18.307,0.014,0.003,17.37,0.011,0,16.834,0.011,0.008,16.359,0.011,0,9,18,9,17,40.24568,42.70598,2,40,58.96,42,42,21.5
4100,582.32,669.55,17.959,0.012,0.012,17.372,0.011,0,16.991,0.012,0.004,16.599,0.011,0.008,9,17,9,17,40.58514,42.8515,2,42,20.43,42,51,5.4
500190,-81.85,-725.95,99.999,9.999,9.999,17.373,0.031,0,17.05,0.03,0,16.45,0.032,0,0,2,2,2,40.94021,42.98481,2,43,45.65,42,59,5.3
500956,-481.49,-210.14,99.999,9.999,9.999,17.373,0.026,0,16.979,0.018,0,16.569,0.02,0,0,2,3,3,40.80393,43.05756,2,43,12.94,43,3,27.2
188,1602.98,30.52,17.906,0.014,0.041,17.375,0.011,0.017,17.038,0.012,0.032,16.687,0.012,0.014,6,13,7,12,40.75771,42.66237,2,43,1.85,42,39,44.5
7004,443.84,1147.57,18.035,0.012,0.012,17.375,0.01,0.002,16.979,0.01,0.014,16.573,0.009,0.014,12,20,13,20,40.46073,42.87473,2,41,50.58,42,52,29
502340,2067.75,1204.68,18.669,0.02,0.054,17.375,0.015,0.038,16.552,0.013,0.033,15.818,0.015,0.035,4,5,6,6,40.45993,42.56757,2,41,50.38,42,34,3.3
500450,-283.6,-547.15,99.999,9.999,9.999,17.377,0.027,0,16.937,0.018,0,16.456,0.019,0,0,2,3,3,40.89255,43.02199,2,43,34.21,43,1,19.2
501779,-602.81,648.27,18.934,0.032,0,17.378,0.029,0,16.371,0.017,0,15.333,0.016,0,2,2,3,3,40.58091,43.07555,2,42,19.42,43,4,32
504145,2047.28,2723.39,99.999,9.999,9.999,17.378,0.023,0,17.026,0.022,0,16.608,0.022,0,0,3,3,3,40.0701,42.56124,2,40,16.82,42,33,40.5
501138,-275.07,-81.58,17.947,0.021,0,17.38,0.031,0,17.024,0.018,0,16.631,0.02,0,2,2,3,3,40.77226,43.01785,2,43,5.34,43,1,4.3
503878,526.23,2546.59,18.231,0.024,0,17.383,0.019,0,16.897,0.019,0,16.448,0.025,0,2,3,3,2,40.10081,42.84982,2,40,24.19,42,50,59.4
2043,606.88,328.74,18.03,0.013,0.027,17.383,0.012,0.002,16.985,0.011,0.006,16.603,0.011,0.002,9,17,10,17,40.6732,42.84887,2,42,41.57,42,50,55.9
10191,350.32,1719.92,18.14,0.014,0.01,17.385,0.011,0.003,16.936,0.011,0.019,16.527,0.011,0.009,10,18,9,17,40.3123,42.88871,2,41,14.95,42,53,19.4
502771,2382.81,1625.47,18.523,0.025,0,17.387,0.022,0,16.705,0.019,0,16.115,0.022,0,2,3,3,3,40.35475,42.50536,2,41,25.14,42,30,19.3
503696,889.81,2420.85,18.072,0.025,0,17.388,0.02,0,17.004,0.019,0,16.62,0.019,0,2,3,3,3,40.13669,42.78203,2,40,32.81,42,46,55.3
500386,599.79,-591.04,18.069,0.023,0,17.389,0.032,0,17.026,0.019,0,16.584,0.018,0,2,2,3,3,40.91027,42.8553,2,43,38.47,42,51,19.1
504375,2135.65,2874,99.999,9.999,9.999,17.389,0.021,0,16.705,0.018,0,16.028,0.021,0,0,3,3,3,40.03233,42.54347,2,40,7.76,42,32,36.5
503115,2694.74,2022.5,18.029,0.027,0,17.39,0.027,0,17.009,0.019,0,16.55,0.022,0,2,2,3,3,40.25583,42.4438,2,41,1.4,42,26,37.7
10941,1481.83,1863.34,17.847,0.012,0.003,17.39,0.011,0.001,17.081,0.012,0.003,16.768,0.011,0.008,10,18,10,17,40.28562,42.674,2,41,8.55,42,40,26.4
1477,855.48,239.24,17.964,0.013,0.009,17.391,0.011,0.004,17.029,0.011,0.01,16.658,0.011,0.006,10,17,9,17,40.69822,42.80242,2,42,47.57,42,48,8.7
11781,906.79,2022.72,17.992,0.013,0.015,17.393,0.011,0.008,17.014,0.012,0.013,16.622,0.011,0.006,9,17,10,17,40.23935,42.78156,2,40,57.45,42,46,53.6
500853,754.43,-293.33,18.063,0.022,0,17.394,0.026,0,17.01,0.018,0,16.62,0.02,0,2,2,3,3,40.83466,42.82449,2,43,20.32,42,49,28.2
502793,-91.44,1647.99,18.916,0.029,0,17.394,0.02,0,16.431,0.019,0,15.531,0.018,0,2,3,3,3,40.32688,42.97264,2,41,18.45,42,58,21.5
503069,2015.19,1953.75,18.81,0.035,0,17.394,0.024,0,16.506,0.019,0,15.694,0.021,0,2,3,3,3,40.26725,42.57264,2,41,4.14,42,34,21.5
503716,1820.96,2436.28,18.266,0.025,0,17.394,0.022,0,16.843,0.019,0,16.337,0.023,0,2,3,3,3,40.1416,42.60602,2,40,33.98,42,36,21.7
502110,2416.94,1005.24,18.293,0.018,0.02,17.395,0.015,0.006,16.902,0.014,0.027,16.426,0.015,0.004,4,5,6,6,40.51403,42.50284,2,42,3.37,42,30,10.2
501897,136.81,787.31,18.491,0.024,0,17.396,0.029,0,16.816,0.018,0,16.287,0.019,0,2,2,3,3,40.55109,42.93497,2,42,12.26,42,56,5.9
3630,377.77,590.66,18.887,0.018,0.003,17.396,0.011,0.004,16.437,0.011,0.002,15.525,0.01,0.003,9,17,10,17,40.60382,42.89062,2,42,24.92,42,53,26.2
500501,1442.97,-521.47,17.89,0.022,0,17.396,0.02,0,17.079,0.021,0,16.721,0.021,0,2,2,3,3,40.89843,42.69561,2,43,35.62,42,41,44.2
503612,1391.94,2367.18,18.206,0.025,0,17.397,0.024,0,16.896,0.018,0,16.451,0.022,0,2,3,3,3,40.15528,42.68755,2,40,37.27,42,41,15.2
500719,1499.44,-370.54,18.877,0.033,0,17.398,0.02,0,16.413,0.018,0,15.428,0.019,0,2,2,3,3,40.86003,42.68413,2,43,26.41,42,41,2.9
504295,1083.45,2827.57,18.818,0.026,0.041,17.398,0.016,0.002,16.437,0.015,0.005,15.502,0.016,0.014,3,4,4,4,40.0339,42.74255,2,40,8.14,42,44,33.2
6277,1964.1,1026.04,17.969,0.011,0.001,17.399,0.009,0.002,17.045,0.01,0.01,16.664,0.01,0.005,12,21,13,20,40.5049,42.58827,2,42,1.18,42,35,17.8
500071,181.71,1282.51,18.248,0.015,0.014,17.399,0.011,0.002,16.929,0.012,0.003,16.498,0.023,0,7,11,8,2,40.42366,42.92341,2,41,41.68,42,55,24.3
503797,664.02,2498.23,18.08,0.022,0,17.4,0.021,0,16.987,0.02,0,16.631,0.022,0,2,3,3,3,40.1146,42.82414,2,40,27.5,42,49,26.9
8760,302.94,1462.59,18.085,0.013,0.009,17.401,0.011,0.004,16.99,0.011,0.007,16.573,0.011,0.002,9,18,10,16,40.37825,42.89935,2,41,30.78,42,53,57.6
504438,-203.33,2928.76,18.069,0.023,0,17.401,0.019,0,17.008,0.019,0,16.598,0.019,0,3,3,3,3,39.99503,42.98488,2,39,58.81,42,59,5.6
501191,2710.52,-39.96,18.194,0.023,0,17.402,0.02,0,16.901,0.02,0,16.436,0.021,0,2,3,3,3,40.7842,42.45349,2,43,8.21,42,27,12.6
501623,2059.9,465.75,18.409,0.026,0,17.403,0.027,0,16.874,0.021,0,16.44,0.026,0,2,3,3,3,40.64949,42.57354,2,42,35.88,42,34,24.7
501329,-69.32,105.95,18.137,0.021,0,17.404,0.031,0,16.989,0.018,0,16.541,0.02,0,3,2,3,3,40.72538,42.97792,2,42,54.09,42,58,40.5
503160,2234.41,2067.89,18.324,0.025,0,17.406,0.025,0,16.948,0.02,0,16.445,0.024,0,2,3,3,3,40.23998,42.53045,2,40,57.6,42,31,49.6
503869,-44.72,2543.08,18.306,0.029,0,17.407,0.022,0,16.876,0.024,0,16.418,0.019,0,2,3,3,3,40.09619,42.9577,2,40,23.08,42,57,27.7
500117,1147.44,2066.9,18.057,0.013,0.02,17.407,0.011,0.02,16.986,0.011,0.02,16.548,0.011,0.011,9,14,10,13,40.23021,42.7358,2,40,55.25,42,44,8.9
500107,-475.83,-779.54,99.999,9.999,9.999,17.407,0.041,0,17.005,0.021,0,16.597,0.022,0,0,1,3,3,40.95127,43.05953,2,43,48.3,43,3,34.3
501930,-517.41,818.14,18.201,0.021,0,17.408,0.025,0,16.957,0.018,0,16.5,0.018,0,2,2,3,3,40.53767,43.05838,2,42,9.04,43,3,30.2
500544,215.51,-495.02,99.999,9.999,9.999,17.409,0.027,0,16.395,0.018,0,15.274,0.017,0,0,2,3,3,40.88272,42.92741,2,43,31.85,42,55,38.7
500114,1449.42,2059.47,18.927,0.02,0.026,17.409,0.011,0.008,16.255,0.011,0.015,14.889,0.011,0.013,7,15,9,13,40.23491,42.6788,2,40,56.38,42,40,43.7
501047,2802.84,-150.95,18.623,0.029,0,17.412,0.02,0,16.655,0.019,0,16.021,0.02,0,2,2,3,3,40.81331,42.43666,2,43,15.2,42,26,12
503978,-666.55,2606.38,18.428,0.032,0,17.412,0.022,0,16.78,0.018,0,16.197,0.018,0,2,3,3,3,40.07377,43.07471,2,40,17.7,43,4,29
9085,818.74,1522.73,18.088,0.013,0.018,17.413,0.011,0,17.026,0.011,0.001,16.639,0.011,0,9,18,10,17,40.36731,42.80151,2,41,28.15,42,48,5.4
503722,736.94,2441.9,17.995,0.022,0,17.414,0.02,0,17.074,0.019,0,16.729,0.02,0,2,3,3,3,40.12981,42.81076,2,40,31.15,42,48,38.7
8979,740.35,1503.23,17.992,0.012,0.01,17.414,0.011,0.004,17.064,0.011,0.012,16.723,0.011,0.005,10,18,10,17,40.37164,42.81645,2,41,29.19,42,48,59.2
501446,2077.83,237.76,18.143,0.022,0,17.415,0.021,0,16.995,0.021,0,16.577,0.022,0,2,2,3,3,40.70814,42.57147,2,42,49.95,42,34,17.3
11677,872.33,2006.24,18.042,0.013,0.018,17.415,0.011,0.011,17.027,0.012,0.009,16.651,0.011,0.006,9,18,10,16,40.24328,42.78818,2,40,58.39,42,47,17.5
502685,2817.96,1536.11,18.412,0.035,0,17.417,0.034,0,16.798,0.025,0,16.187,0.033,0,2,2,2,2,40.38147,42.42373,2,41,31.55,42,25,25.4
500156,-564.99,-744.83,99.999,9.999,9.999,17.417,0.068,0,16.852,0.019,0,16.295,0.024,0,0,1,3,2,40.94165,43.0762,2,43,46,43,4,34.3
503590,-517.68,2355.55,18.207,0.027,0,17.417,0.019,0,16.93,0.019,0,16.464,0.02,0,2,3,3,3,40.14008,43.04836,2,40,33.62,43,2,54.1
500852,1678.12,-294,17.976,0.021,0,17.418,0.021,0,17.05,0.019,0,16.649,0.023,0,2,2,3,3,40.84167,42.64996,2,43,22,42,38,59.9
8198,1924.1,1363.31,17.946,0.013,0.007,17.419,0.011,0.007,17.065,0.011,0.001,16.686,0.011,0.001,9,18,10,17,40.41798,42.59371,2,41,40.32,42,35,37.3
503860,2607.51,2537.34,99.999,9.999,9.999,17.419,0.022,0,16.87,0.019,0,16.322,0.022,0,0,3,3,3,40.12318,42.45674,2,40,29.56,42,27,24.2
500504,1610.57,-521.33,18.843,0.03,0,17.423,0.021,0,16.448,0.018,0,15.397,0.018,0,2,3,3,3,40.89961,42.66394,2,43,35.91,42,39,50.2
503968,508.79,2600.36,18.042,0.025,0,17.424,0.02,0,17.061,0.019,0,16.653,0.023,0,2,3,3,2,40.08678,42.85274,2,40,20.83,42,51,9.8
502049,-733.96,953.95,18.232,0.043,0,17.425,0.041,0,16.9,0.031,0,16.409,0.026,0,1,2,2,2,40.50071,43.09846,2,42,0.17,43,5,54.5
504317,-392.44,2841.39,18.064,0.025,0,17.426,0.02,0,17.007,0.018,0,16.604,0.019,0,3,3,3,3,40.01572,43.02124,2,40,3.77,43,1,16.5
7508,1441.88,1234.96,18.039,0.013,0.014,17.427,0.011,0.002,17.061,0.011,0.001,16.699,0.011,0.004,9,18,10,17,40.4468,42.68562,2,41,47.23,42,41,8.2
502071,-712.18,973.09,18.375,0.044,0,17.429,0.036,0,16.848,0.027,0,16.304,0.025,0,1,2,2,2,40.49594,43.09423,2,41,59.03,43,5,39.2
